,STATE/UT,DISTRICT,Year,Crime_Rate
1943,RAJASTHAN,ALWAR,2021,0
1944,RAJASTHAN,BANSWARA,2021,0
1945,RAJASTHAN,BARAN,2021,0
1946,RAJASTHAN,BARMER,2021,0
1947,RAJASTHAN,BHARATPUR,2021,0
1948,RAJASTHAN,BHILWARA,2021,0
1949,RAJASTHAN,BIKANER,2021,0
1950,RAJASTHAN,BUNDI,2021,0
1951,RAJASTHAN,CHITTORGARH,2021,0
1952,RAJASTHAN,CHURU,2021,0
1953,RAJASTHAN,DAUSA,2021,0
1954,RAJASTHAN,DHOLPUR,2021,0
1955,RAJASTHAN,DUNGARPUR,2021,0
1956,RAJASTHAN,G.R.P.,2021,0
1957,RAJASTHAN,GANGANAGAR,2021,0
1958,RAJASTHAN,HANUMANGARH,2021,0
1959,RAJASTHAN,JAIPUR,2021,0
1960,RAJASTHAN,JAISALMER,2021,0
1961,RAJASTHAN,JALORE,2021,0
1962,RAJASTHAN,JHALAWAR,2021,0
1963,RAJASTHAN,JHUNJHUNU,2021,0
1964,RAJASTHAN,JODHPUR,2021,0
1965,RAJASTHAN,KARAULI,2021,0
1966,RAJASTHAN,KOTA,2021,0
1967,RAJASTHAN,NAGAUR,2021,0
1968,RAJASTHAN,PALI,2021,0
1969,RAJASTHAN,RAJSAMAND,2021,0
1970,RAJASTHAN,SAWAI MADHOPUR,2021,0
1971,RAJASTHAN,SIKAR,2021,0
1972,RAJASTHAN,SIROHI,2021,0
1973,RAJASTHAN,TONK,2021,0
1974,RAJASTHAN,UDAIPUR,2021,0
1975,RAJASTHAN,TOTAL,2021,0
1976,SIKKIM,EAST,2021,0
1977,SIKKIM,NORTH,2021,0
1978,SIKKIM,SOUTH,2021,0
1979,SIKKIM,WEST,2021,0
1980,SIKKIM,TOTAL,2021,0
1981,TAMIL NADU,CHENGAI,2021,0
1982,TAMIL NADU,CHENNAI,2021,0
1983,TAMIL NADU,CHENNAI RLY.,2021,0
1984,TAMIL NADU,COIMBATORE RURAL,2021,0
1985,TAMIL NADU,COIMBATORE URBAN,2021,0
1986,TAMIL NADU,CUDDALORE,2021,0
1987,TAMIL NADU,DHARMAPURI,2021,0
1988,TAMIL NADU,DINDIGUL,2021,0
1989,TAMIL NADU,ERODE,2021,0
1990,TAMIL NADU,KANCHIPURAM,2021,0
1991,TAMIL NADU,KANYAKUMARI,2021,0
1992,TAMIL NADU,KARUR,2021,0
1993,TAMIL NADU,MADURAI RURAL,2021,0
1994,TAMIL NADU,MADURAI URBAN,2021,0
1995,TAMIL NADU,NAGAPATTINAM,2021,0
1996,TAMIL NADU,NAMAKKAL,2021,0
1997,TAMIL NADU,NILGIRIS,2021,0
1998,TAMIL NADU,PERAMBALUR,2021,0
1999,TAMIL NADU,PUDUKOTTAI,2021,0
2000,TAMIL NADU,RAMNATHAPURAM,2021,0
2001,TAMIL NADU,SALEM RURAL,2021,0
2002,TAMIL NADU,SALEM URBAN,2021,0
2003,TAMIL NADU,SIVAGANGAI,2021,0
2004,TAMIL NADU,THANJAVUR,2021,0
2005,TAMIL NADU,THENI,2021,0
2006,TAMIL NADU,THIRUNELVELI RURAL,2021,0
2007,TAMIL NADU,THIRUNELVELI URBAN,2021,0
2008,TAMIL NADU,THIRUVALLUR,2021,0
2009,TAMIL NADU,THIRUVANNAMALAI,2021,0
2010,TAMIL NADU,THIRUVARUR,2021,0
2011,TAMIL NADU,THOOTHUGUDI,2021,0
2012,TAMIL NADU,TRICHY RLY.,2021,0
2013,TAMIL NADU,TRICHY RURAL,2021,0
2014,TAMIL NADU,TRICHY URBAN,2021,0
2015,TAMIL NADU,VELLORE,2021,0
2016,TAMIL NADU,VILLUPURAM,2021,0
2017,TAMIL NADU,VIRUDHUNAGAR,2021,0
2018,TAMIL NADU,TOTAL,2021,0
2019,TRIPURA,DHALAI,2021,0
2020,TRIPURA,NORTH,2021,0
2021,TRIPURA,SOUTH,2021,0
2022,TRIPURA,WEST,2021,0
2023,TRIPURA,TOTAL,2021,0
2024,UTTAR PRADESH,AGRA,2021,0
2025,UTTAR PRADESH,ALIGARH,2021,0
2026,UTTAR PRADESH,ALLAHABAD,2021,0
2027,UTTAR PRADESH,AMBEDKAR NAGAR,2021,0
2028,UTTAR PRADESH,AURAIYA,2021,0
2029,UTTAR PRADESH,AZAMGARH,2021,0
2030,UTTAR PRADESH,BADAUN,2021,0
2031,UTTAR PRADESH,BAGHPAT,2021,0
2032,UTTAR PRADESH,BAHRAICH,2021,0
2033,UTTAR PRADESH,BALLIA,2021,0
2034,UTTAR PRADESH,BALRAMPUR,2021,0
2035,UTTAR PRADESH,BANDA,2021,0
2036,UTTAR PRADESH,BARABANKI,2021,0
2037,UTTAR PRADESH,BAREILLY,2021,0
2038,UTTAR PRADESH,BASTI,2021,0
2039,UTTAR PRADESH,BIJNOR,2021,0
2040,UTTAR PRADESH,BULANDSHAHAR,2021,0
2041,UTTAR PRADESH,CHANDOLI,2021,0
2042,UTTAR PRADESH,CHITRAKOOT DHAM,2021,0
2043,UTTAR PRADESH,DEORIA,2021,0
2044,UTTAR PRADESH,ETAH,2021,0
2045,UTTAR PRADESH,ETAWAH,2021,0
2046,UTTAR PRADESH,FAIZABAD,2021,0
2047,UTTAR PRADESH,FATEHGARH,2021,0
2048,UTTAR PRADESH,FATEHPUR,2021,0
2049,UTTAR PRADESH,FIROZABAD,2021,0
2050,UTTAR PRADESH,G.R.P.,2021,0
2051,UTTAR PRADESH,GAUTAMBUDH NAGAR,2021,0
2052,UTTAR PRADESH,GHAZIABAD,2021,0
2053,UTTAR PRADESH,GHAZIPUR,2021,0
2054,UTTAR PRADESH,GONDA,2021,0
2055,UTTAR PRADESH,GORAKHPUR,2021,0
2056,UTTAR PRADESH,HAMIRPUR,2021,0
2057,UTTAR PRADESH,HARDOI,2021,0
2058,UTTAR PRADESH,HATHRAS,2021,0
2059,UTTAR PRADESH,J.P.NAGAR,2021,0
2060,UTTAR PRADESH,JALAUN,2021,0
2061,UTTAR PRADESH,JAUNPUR,2021,0
2062,UTTAR PRADESH,JHANSI,2021,0
2063,UTTAR PRADESH,KANNAUJ,2021,0
2064,UTTAR PRADESH,KANPUR DEHAT,2021,0
2065,UTTAR PRADESH,KANPUR NAGAR,2021,0
2066,UTTAR PRADESH,KAUSHAMBI,2021,0
2067,UTTAR PRADESH,KHIRI,2021,0
2068,UTTAR PRADESH,KUSHI NAGAR,2021,0
2069,UTTAR PRADESH,LALITPUR,2021,0
2070,UTTAR PRADESH,LUCKNOW,2021,0
2071,UTTAR PRADESH,MAHARAJGANJ,2021,0
2072,UTTAR PRADESH,MAHOBA,2021,0
2073,UTTAR PRADESH,MAINPURI,2021,0
2074,UTTAR PRADESH,MATHURA,2021,0
2075,UTTAR PRADESH,MAU,2021,0
2076,UTTAR PRADESH,MEERUT,2021,0
2077,UTTAR PRADESH,MIRZAPUR,2021,0
2078,UTTAR PRADESH,MORADABAD,2021,0
2079,UTTAR PRADESH,MUZAFFARNAGAR,2021,0
2080,UTTAR PRADESH,PILIBHIT,2021,0
2081,UTTAR PRADESH,PRATAPGARH,2021,0
2082,UTTAR PRADESH,RAIBAREILLY,2021,0
2083,UTTAR PRADESH,RAMPUR,2021,0
2084,UTTAR PRADESH,SAHARANPUR,2021,0
2085,UTTAR PRADESH,SANT KABIRNAGAR,2021,0
2086,UTTAR PRADESH,SHAHJAHANPUR,2021,0
2087,UTTAR PRADESH,SHRAWASTI,2021,0
2088,UTTAR PRADESH,SIDHARTHNAGAR,2021,0
2089,UTTAR PRADESH,SITAPUR,2021,0
2090,UTTAR PRADESH,SONBHADRA,2021,0
2091,UTTAR PRADESH,ST.RAVIDASNAGAR,2021,0
2092,UTTAR PRADESH,SULTANPUR,2021,0
2093,UTTAR PRADESH,UNNAO,2021,0
2094,UTTAR PRADESH,VARANASI,2021,0
2095,UTTAR PRADESH,TOTAL,2021,0
2096,UTTARAKHAND,ALMORA,2021,0
2097,UTTARAKHAND,BAGESHWAR,2021,0
2098,UTTARAKHAND,CHAMOLI,2021,0
2099,UTTARAKHAND,CHAMPAWAT,2021,0
2100,UTTARAKHAND,DEHRADUN,2021,0
2101,UTTARAKHAND,HARIDWAR,2021,0
2102,UTTARAKHAND,NAINITAL,2021,0
2103,UTTARAKHAND,PAURI GARHWAL,2021,0
2104,UTTARAKHAND,PITHORAGARH,2021,0
2105,UTTARAKHAND,RUDRA PRAYAG,2021,0
2106,UTTARAKHAND,TEHRI GARHWAL,2021,0
2107,UTTARAKHAND,UDHAMSINGH NAGAR,2021,0
2108,UTTARAKHAND,UTTARKASHI,2021,0
2109,UTTARAKHAND,TOTAL,2021,0
2110,WEST BENGAL,24 PARGANAS NORTH,2021,0
2111,WEST BENGAL,24 PARGANAS SOUTH,2021,0
2112,WEST BENGAL,ASANSOL,2021,0
2113,WEST BENGAL,BANKURA,2021,0
2114,WEST BENGAL,BIRBHUM,2021,0
2115,WEST BENGAL,BURDWAN,2021,0
2116,WEST BENGAL,COOCHBEHAR,2021,0
2117,WEST BENGAL,DAKSHIN DINAJPUR,2021,0
2118,WEST BENGAL,DARJEELING,2021,0
2119,WEST BENGAL,HOOGHLY,2021,0
2120,WEST BENGAL,HOWRAH,2021,0
2121,WEST BENGAL,HOWRAH CITY,2021,0
2122,WEST BENGAL,HOWRAH G.R.P.,2021,0
2123,WEST BENGAL,JALPAIGURI,2021,0
2124,WEST BENGAL,KHARAGPUR G.R.P.,2021,0
2125,WEST BENGAL,KOLKATA,2021,0
2126,WEST BENGAL,MALDA,2021,0
2127,WEST BENGAL,MURSHIDABAD,2021,0
2128,WEST BENGAL,NADIA,2021,0
2129,WEST BENGAL,PASCHIM MIDNAPUR,2021,0
2130,WEST BENGAL,PURAB MIDNAPUR,2021,0
2131,WEST BENGAL,PURULIA,2021,0
2132,WEST BENGAL,SEALDAH G.R.P.,2021,0
2133,WEST BENGAL,SILIGURI G.R.P.,2021,0
2134,WEST BENGAL,UTTAR DINAJPUR,2021,0
2135,WEST BENGAL,TOTAL,2021,0
2136,A & N ISLANDS,ANDAMAN,2021,0
2137,A & N ISLANDS,NICOBAR,2021,0
2138,A & N ISLANDS,TOTAL,2021,0
2139,CHANDIGARH,CHANDIGARH,2021,0
2140,CHANDIGARH,TOTAL,2021,0
2141,D & N HAVELI,D and N HAVELI,2021,0
2142,D & N HAVELI,TOTAL,2021,0
2143,DAMAN & DIU,DAMAN,2021,0
2144,DAMAN & DIU,DIU,2021,0
2145,DAMAN & DIU,TOTAL,2021,0
2146,DELHI,CENTRAL,2021,0
2147,DELHI,DELHI UT TOTAL,2021,0
2148,DELHI,EAST,2021,0
2149,DELHI,G.R.P.(RLY),2021,0
2150,DELHI,I.G.I. AIRPORT,2021,0
2151,DELHI,NEW DELHI,2021,0
2152,DELHI,NORTH,2021,0
2153,DELHI,NORTH EAST,2021,0
2154,DELHI,NORTH WEST,2021,0
2155,DELHI,S.T.F.,2021,0
2156,DELHI,SOUTH,2021,0
2157,DELHI,SOUTH WEST,2021,0
2158,DELHI,WEST,2021,0
2159,LAKSHADWEEP,LAKSHADWEEP,2021,0
2160,LAKSHADWEEP,TOTAL,2021,0
2161,PUDUCHERRY,PONDICHERRY,2021,0
2162,PUDUCHERRY,TOTAL,2021,0
2163,ANDHRA PRADESH,ADILABAD,2022,0
2164,ANDHRA PRADESH,ANANTAPUR,2022,0
2165,ANDHRA PRADESH,CHITTOOR,2022,0
2166,ANDHRA PRADESH,CUDDAPAH,2022,0
2167,ANDHRA PRADESH,CYBERABAD,2022,0
2168,ANDHRA PRADESH,EAST GODAVARI,2022,0
2169,ANDHRA PRADESH,GUNTAKAL RLY.,2022,0
2170,ANDHRA PRADESH,GUNTUR,2022,0
2171,ANDHRA PRADESH,HYDERABAD CITY,2022,0
2172,ANDHRA PRADESH,KARIMNAGAR,2022,0
2173,ANDHRA PRADESH,KHAMMAM,2022,0
2174,ANDHRA PRADESH,KRISHNA,2022,0
2175,ANDHRA PRADESH,KURNOOL,2022,0
2176,ANDHRA PRADESH,MAHABOOBNAGAR,2022,0
2177,ANDHRA PRADESH,MEDAK,2022,0
2178,ANDHRA PRADESH,NALGONDA,2022,0
2179,ANDHRA PRADESH,NELLORE,2022,0
2180,ANDHRA PRADESH,NIZAMABAD,2022,0
2181,ANDHRA PRADESH,PRAKASHAM,2022,0
2182,ANDHRA PRADESH,RANGA REDDY,2022,0
2183,ANDHRA PRADESH,SECUNDERABAD RLY.,2022,0
2184,ANDHRA PRADESH,SRIKAKULAM,2022,0
2185,ANDHRA PRADESH,VIJAYAWADA,2022,0
2186,ANDHRA PRADESH,VIJAYAWADA RLY.,2022,0
2187,ANDHRA PRADESH,VISAKHA RURAL,2022,0
2188,ANDHRA PRADESH,VISAKHAPATNAM,2022,0
2189,ANDHRA PRADESH,VIZIANAGARAM,2022,0
2190,ANDHRA PRADESH,WARANGAL,2022,0
2191,ANDHRA PRADESH,WEST GODAVARI,2022,0
2192,ANDHRA PRADESH,TOTAL,2022,0
2193,ARUNACHAL PRADESH,CHANGLANG,2022,0
2194,ARUNACHAL PRADESH,DIBANG VALLEY,2022,0
2195,ARUNACHAL PRADESH,K/KUMEY,2022,0
2196,ARUNACHAL PRADESH,KAMENG EAST,2022,0
2197,ARUNACHAL PRADESH,KAMENG WEST,2022,0
2198,ARUNACHAL PRADESH,LOHIT,2022,0
2199,ARUNACHAL PRADESH,PAPUM PARE,2022,0
2200,ARUNACHAL PRADESH,SIANG EAST,2022,0
2201,ARUNACHAL PRADESH,SIANG UPPER,2022,0
2202,ARUNACHAL PRADESH,SIANG WEST,2022,0
2203,ARUNACHAL PRADESH,SUBANSIRI LOWER,2022,0
2204,ARUNACHAL PRADESH,SUBANSIRI UPPER,2022,0
2205,ARUNACHAL PRADESH,TAWANG,2022,0
2206,ARUNACHAL PRADESH,TIRAP,2022,0
2207,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2022,0
2208,ARUNACHAL PRADESH,TOTAL,2022,0
2209,ASSAM,BARPETA,2022,0
2210,ASSAM,BONGAIGAON,2022,0
2211,ASSAM,C.I.D.,2022,0
2212,ASSAM,CACHAR,2022,0
2213,ASSAM,DARRANG,2022,0
2214,ASSAM,DHEMAJI,2022,0
2215,ASSAM,DHUBRI,2022,0
2216,ASSAM,DIBRUGARH,2022,0
2217,ASSAM,G.R.P.,2022,0
2218,ASSAM,GOALPARA,2022,0
2219,ASSAM,GOLAGHAT,2022,0
2220,ASSAM,GUWAHATI CITY,2022,0
2221,ASSAM,HAILAKANDI,2022,0
2222,ASSAM,JORHAT,2022,0
2223,ASSAM,KAMRUP,2022,0
2224,ASSAM,KARBI ANGLONG,2022,0
2225,ASSAM,KARIMGANJ,2022,0
2226,ASSAM,KOKRAJHAR,2022,0
2227,ASSAM,LAKHIMPUR,2022,0
2228,ASSAM,MORIGAON,2022,0
2229,ASSAM,N.C.HILLS,2022,0
2230,ASSAM,NAGAON,2022,0
2231,ASSAM,NALBARI,2022,0
2232,ASSAM,R.P.O.,2022,0
2233,ASSAM,SIBSAGAR,2022,0
2234,ASSAM,SONITPUR,2022,0
2235,ASSAM,TINSUKIA,2022,0
2236,ASSAM,TOTAL,2022,0
2237,BIHAR,ARARIA,2022,0
2238,BIHAR,ARWAL,2022,0
2239,BIHAR,AURANGABAD,2022,0
2240,BIHAR,BAGAHA,2022,0
2241,BIHAR,BANKA,2022,0
2242,BIHAR,BEGUSARAI,2022,0
2243,BIHAR,BETTIAH,2022,0
2244,BIHAR,BHABHUA,2022,0
2245,BIHAR,BHAGALPUR,2022,0
2246,BIHAR,BHOJPUR,2022,0
2247,BIHAR,BUXAR,2022,0
2248,BIHAR,DARBHANGA,2022,0
2249,BIHAR,GAYA,2022,0
2250,BIHAR,GOPALGANJ,2022,0
2251,BIHAR,JAMALPUR RLY.,2022,0
2252,BIHAR,JAMUI,2022,0
2253,BIHAR,JEHANABAD,2022,0
2254,BIHAR,KATIHAR,2022,0
2255,BIHAR,KATIHAR RLY.,2022,0
2256,BIHAR,KHAGARIA,2022,0
2257,BIHAR,KISHANGANJ,2022,0
2258,BIHAR,LAKHISARAI,2022,0
2259,BIHAR,MADHEPURA,2022,0
2260,BIHAR,MADHUBANI,2022,0
2261,BIHAR,MOTIHARI,2022,0
2262,BIHAR,MUNGER,2022,0
2263,BIHAR,MUZAFFARPUR,2022,0
2264,BIHAR,MUZAFFARPUR RLY.,2022,0
2265,BIHAR,NALANDA,2022,0
2266,BIHAR,NAUGACHIA,2022,0
2267,BIHAR,NAWADAH,2022,0
2268,BIHAR,PATNA,2022,0
2269,BIHAR,PATNA RLY.,2022,0
2270,BIHAR,PURNEA,2022,0
2271,BIHAR,ROHTAS,2022,0
2272,BIHAR,SAHARSA,2022,0
2273,BIHAR,SAMASTIPUR,2022,0
2274,BIHAR,SARAN,2022,0
2275,BIHAR,SHEIKHPURA,2022,0
2276,BIHAR,SHEOHAR,2022,0
2277,BIHAR,SITAMARHI,2022,0
2278,BIHAR,SIWAN,2022,0
2279,BIHAR,SUPAUL,2022,0
2280,BIHAR,VAISHALI,2022,0
2281,BIHAR,TOTAL,2022,0
2282,CHHATTISGARH,BALRAMPUR,2022,0
2283,CHHATTISGARH,BILASPUR,2022,0
2284,CHHATTISGARH,BIZAPUR,2022,0
2285,CHHATTISGARH,DANTEWARA,2022,0
2286,CHHATTISGARH,DHAMTARI,2022,0
2287,CHHATTISGARH,DURG,2022,0
2288,CHHATTISGARH,GRP RAIPUR,2022,0
2289,CHHATTISGARH,JAGDALPUR,2022,0
2290,CHHATTISGARH,JANJGIR,2022,0
2291,CHHATTISGARH,JASHPUR,2022,0
2292,CHHATTISGARH,KABIRDHAM,2022,0
2293,CHHATTISGARH,KANKER,2022,0
2294,CHHATTISGARH,KORBA,2022,0
2295,CHHATTISGARH,KORIYA,2022,0
2296,CHHATTISGARH,MAHASAMUND,2022,0
2297,CHHATTISGARH,NARAYANPUR,2022,0
2298,CHHATTISGARH,RAIGARH,2022,0
2299,CHHATTISGARH,RAIPUR,2022,0
2300,CHHATTISGARH,RAJNANDGAON,2022,0
2301,CHHATTISGARH,SARGUJA,2022,0
2302,CHHATTISGARH,TOTAL,2022,0
2303,GOA,NORTH GOA,2022,0
2304,GOA,SOUTH GOA,2022,0
2305,GOA,TOTAL,2022,0
2306,GUJARAT,AHMEDABAD COMMR.,2022,0
2307,GUJARAT,AHMEDABAD RURAL,2022,0
2308,GUJARAT,AHWA-DANG,2022,0
2309,GUJARAT,AMRELI,2022,0
2310,GUJARAT,ANAND,2022,0
2311,GUJARAT,BHARUCH,2022,0
2312,GUJARAT,BHAVNAGAR,2022,0
2313,GUJARAT,DAHOD,2022,0
2314,GUJARAT,GANDHINAGAR,2022,0
2315,GUJARAT,HIMATNAGAR,2022,0
2316,GUJARAT,JAMNAGAR,2022,0
2317,GUJARAT,JUNAGADH,2022,0
2318,GUJARAT,KHEDA NORTH,2022,0
2319,GUJARAT,KUTCH,2022,0
2320,GUJARAT,MEHSANA,2022,0
2321,GUJARAT,NARMADA,2022,0
2322,GUJARAT,NAVSARI,2022,0
2323,GUJARAT,PALANPUR,2022,0
2324,GUJARAT,PANCHMAHAL,2022,0
2325,GUJARAT,PATAN,2022,0
2326,GUJARAT,PORBANDAR,2022,0
2327,GUJARAT,RAJKOT COMMR.,2022,0
2328,GUJARAT,RAJKOT RURAL,2022,0
2329,GUJARAT,SURAT COMMR.,2022,0
2330,GUJARAT,SURAT RURAL,2022,0
2331,GUJARAT,SURENDRANAGAR,2022,0
2332,GUJARAT,VADODARA COMMR.,2022,0
2333,GUJARAT,VADODARA RURAL,2022,0
2334,GUJARAT,VALSAD,2022,0
2335,GUJARAT,W.RLY,2022,0
2336,GUJARAT,TOTAL,2022,0
2337,HARYANA,AMBALA,2022,0
2338,HARYANA,BHIWANI,2022,0
2339,HARYANA,FARIDABAD,2022,0
2340,HARYANA,FATEHABAD,2022,0
2341,HARYANA,GRP,2022,0
2342,HARYANA,GURGAON,2022,0
2343,HARYANA,HISSAR,2022,0
2344,HARYANA,JHAJJAR,2022,0
2345,HARYANA,JIND,2022,0
2346,HARYANA,KAITHAL,2022,0
2347,HARYANA,KARNAL,2022,0
2348,HARYANA,KURUKSHETRA,2022,0
2349,HARYANA,MAHENDRAGARH,2022,0
2350,HARYANA,PANCHKULA,2022,0
2351,HARYANA,PANIPAT,2022,0
2352,HARYANA,REWARI,2022,0
2353,HARYANA,ROHTAK,2022,0
2354,HARYANA,SIRSA,2022,0
2355,HARYANA,SONIPAT,2022,0
2356,HARYANA,YAMUNANAGAR,2022,0
2357,HARYANA,TOTAL,2022,0
2358,HIMACHAL PRADESH,BILASPUR,2022,0
2359,HIMACHAL PRADESH,CHAMBA,2022,0
2360,HIMACHAL PRADESH,G.R.P.,2022,0
2361,HIMACHAL PRADESH,HAMIRPUR,2022,0
2362,HIMACHAL PRADESH,KANGRA,2022,0
2363,HIMACHAL PRADESH,KINNAUR,2022,0
2364,HIMACHAL PRADESH,KULLU,2022,0
2365,HIMACHAL PRADESH,LAHAUL-SPITI,2022,0
2366,HIMACHAL PRADESH,MANDI,2022,0
2367,HIMACHAL PRADESH,SHIMLA,2022,0
2368,HIMACHAL PRADESH,SIRMAUR,2022,0
2369,HIMACHAL PRADESH,SOLAN,2022,0
2370,HIMACHAL PRADESH,UNA,2022,0
2371,HIMACHAL PRADESH,TOTAL,2022,0
2372,JAMMU & KASHMIR,ANANTNAG,2022,0
2373,JAMMU & KASHMIR,AWANTIPORA,2022,0
2374,JAMMU & KASHMIR,BARAMULLA,2022,0
2375,JAMMU & KASHMIR,BORDER,2022,0
2376,JAMMU & KASHMIR,BUDGAM,2022,0
2377,JAMMU & KASHMIR,CRIME JAMMU,2022,0
2378,JAMMU & KASHMIR,CRIME SRINAGAR,2022,0
2379,JAMMU & KASHMIR,DODA,2022,0
2380,JAMMU & KASHMIR,GANDERBAL,2022,0
2381,JAMMU & KASHMIR,HANDWARA,2022,0
2382,JAMMU & KASHMIR,JAMMU,2022,0
2383,JAMMU & KASHMIR,KARGIL,2022,0
2384,JAMMU & KASHMIR,KATHUA,2022,0
2385,JAMMU & KASHMIR,KULGAM,2022,0
2386,JAMMU & KASHMIR,KUPWARA,2022,0
2387,JAMMU & KASHMIR,LEH,2022,0
2388,JAMMU & KASHMIR,POONCH,2022,0
2389,JAMMU & KASHMIR,PULWAMA,2022,0
2390,JAMMU & KASHMIR,RAILWAYS,2022,0
2391,JAMMU & KASHMIR,RAJOURI,2022,0
2392,JAMMU & KASHMIR,RAMBAN,2022,0
2393,JAMMU & KASHMIR,REASI,2022,0
2394,JAMMU & KASHMIR,SRINAGAR,2022,0
2395,JAMMU & KASHMIR,UDHAMPUR,2022,0
2396,JAMMU & KASHMIR,TOTAL,2022,0
2397,JHARKHAND,BOKARO,2022,0
2398,JHARKHAND,CHAIBASA,2022,0
2399,JHARKHAND,CHATRA,2022,0
2400,JHARKHAND,DEOGHAR,2022,0
2401,JHARKHAND,DHANBAD,2022,0
2402,JHARKHAND,DHANBAD RLY.,2022,0
2403,JHARKHAND,DUMKA,2022,0
2404,JHARKHAND,GARHWA,2022,0
2405,JHARKHAND,GIRIDIH,2022,0
2406,JHARKHAND,GODDA,2022,0
2407,JHARKHAND,GUMLA,2022,0
2408,JHARKHAND,HAZARIBAGH,2022,0
2409,JHARKHAND,JAMSHEDPUR,2022,0
2410,JHARKHAND,JAMSHEDPUR RLY.,2022,0
2411,JHARKHAND,JAMTARA,2022,0
2412,JHARKHAND,KODERMA,2022,0
2413,JHARKHAND,LATEHAR,2022,0
2414,JHARKHAND,LOHARDAGGA,2022,0
2415,JHARKHAND,PAKUR,2022,0
2416,JHARKHAND,PALAMU,2022,0
2417,JHARKHAND,RANCHI,2022,0
2418,JHARKHAND,SAHEBGANJ,2022,0
2419,JHARKHAND,SARAIKELA,2022,0
2420,JHARKHAND,SIMDEGA,2022,0
2421,JHARKHAND,TOTAL,2022,0
2422,KARNATAKA,BAGALKOT,2022,0
2423,KARNATAKA,BANGALORE COMMR.,2022,0
2424,KARNATAKA,BANGALORE RURAL,2022,0
2425,KARNATAKA,BELGAUM,2022,0
2426,KARNATAKA,BELLARY,2022,0
2427,KARNATAKA,BIDAR,2022,0
2428,KARNATAKA,BIJAPUR,2022,0
2429,KARNATAKA,CHAMARAJNAGAR,2022,0
2430,KARNATAKA,CHICKMAGALUR,2022,0
2431,KARNATAKA,CHITRADURGA,2022,0
2432,KARNATAKA,DAKSHIN KANNADA,2022,0
2433,KARNATAKA,DAVANAGERE,2022,0
2434,KARNATAKA,DHARWAD COMMR.,2022,0
2435,KARNATAKA,DHARWAD RURAL,2022,0
2436,KARNATAKA,GADAG,2022,0
2437,KARNATAKA,GULBARGA,2022,0
2438,KARNATAKA,HASSAN,2022,0
2439,KARNATAKA,HAVERI,2022,0
2440,KARNATAKA,K.G.F.,2022,0
2441,KARNATAKA,KODAGU,2022,0
2442,KARNATAKA,KOLAR,2022,0
2443,KARNATAKA,KOPPAL,2022,0
2444,KARNATAKA,MANDYA,2022,0
2445,KARNATAKA,MYSORE COMMR.,2022,0
2446,KARNATAKA,MYSORE RURAL,2022,0
2447,KARNATAKA,RAICHUR,2022,0
2448,KARNATAKA,RAILWAYS,2022,0
2449,KARNATAKA,SHIMOGA,2022,0
2450,KARNATAKA,TUMKUR,2022,0
2451,KARNATAKA,UDUPI,2022,0
2452,KARNATAKA,UTTAR KANNADA,2022,0
2453,KARNATAKA,TOTAL,2022,0
2454,KERALA,ALAPUZHA,2022,0
2455,KERALA,CBCID,2022,0
2456,KERALA,ERNAKULAM COMMR.,2022,0
2457,KERALA,ERNAKULAM RURAL,2022,0
2458,KERALA,IDUKKI,2022,0
2459,KERALA,KANNUR,2022,0
2460,KERALA,KASARGOD,2022,0
2461,KERALA,KOLLAM,2022,0
2462,KERALA,KOTTAYAM,2022,0
2463,KERALA,KOZHIKODE COMMR.,2022,0
2464,KERALA,KOZHIKODE RURAL,2022,0
2465,KERALA,MALAPPURAM,2022,0
2466,KERALA,PALAKKAD,2022,0
2467,KERALA,PATHANAMTHITTA,2022,0
2468,KERALA,RAILWAYS,2022,0
2469,KERALA,THRISSUR,2022,0
2470,KERALA,TRIVANDRUM COMMR.,2022,0
2471,KERALA,TRIVANDRUM RURAL,2022,0
2472,KERALA,WAYANADU,2022,0
2473,KERALA,TOTAL,2022,0
2474,MADHYA PRADESH,ANUPPUR,2022,0
2475,MADHYA PRADESH,ASHOK NAGAR,2022,0
2476,MADHYA PRADESH,BALAGHAT,2022,0
2477,MADHYA PRADESH,BARWANI,2022,0
2478,MADHYA PRADESH,BETUL,2022,0
2479,MADHYA PRADESH,BHIND,2022,0
2480,MADHYA PRADESH,BHOPAL,2022,0
2481,MADHYA PRADESH,BHOPAL RLY.,2022,0
2482,MADHYA PRADESH,BURHANPUR,2022,0
2483,MADHYA PRADESH,CHHATARPUR,2022,0
2484,MADHYA PRADESH,CHHINDWARA,2022,0
2485,MADHYA PRADESH,DAMOH,2022,0
2486,MADHYA PRADESH,DATIYA,2022,0
2487,MADHYA PRADESH,DEWAS,2022,0
2488,MADHYA PRADESH,DHAR,2022,0
2489,MADHYA PRADESH,DINDORI,2022,0
2490,MADHYA PRADESH,GUNA,2022,0
2491,MADHYA PRADESH,GWALIOR,2022,0
2492,MADHYA PRADESH,HARDA,2022,0
2493,MADHYA PRADESH,HOSHANGABAD,2022,0
2494,MADHYA PRADESH,INDORE,2022,0
2495,MADHYA PRADESH,INDORE RLY.,2022,0
2496,MADHYA PRADESH,JABALPUR,2022,0
2497,MADHYA PRADESH,JABALPUR RLY.,2022,0
2498,MADHYA PRADESH,JHABUA,2022,0
